Prop_type,Size,Bath,Bed,Term,City,Division
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,66,1,1.0,/ Monthly,Porto, Cedofeita
1,102,2,2.0,/ Monthly,Matosinhos, Perafita
2,46,1,1.0,/ Monthly,Matosinhos, Perafita
2,91,2,1.0,/ Monthly,Vila Nova de Gaia, Canidelo  
2,141,3,3.0,/ Monthly,Vila Nova de Gaia, Madalena  
2,87,1,2.0,/ Monthly,Vila Nova de Gaia, Oliveira do Douro  
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
2,63,1,1.0,/ Monthly,Guimarães, Oliveira
2,117,4,3.0,/ Monthly,Vila Verde, Vila Verde e Barbudo  
2,94,2,2.0,/ Monthly,Braga, São Victor  
1,100,1,2.0,/ Monthly,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
2,103,2,3.0,/ Monthly,Braga, Real
1,190,4,4.0,/ Monthly,Barcelos, Gamil e Midões  
2,105,4,2.0,/ Monthly,Amares, Ferreiros
